index,start,end,label,file name,missing queen,queen,active day,swarming,duration
573,223.45,225.93,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,2.480000000000018
574,225.94,227.99,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,2.0500000000000114
575,228.0,232.03,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,4.030000000000001
576,232.04,235.59,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,3.5500000000000114
577,235.6,238.0,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,2.4000000000000057
578,238.01,238.92,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,0.9099999999999966
579,238.93,247.99,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,9.060000000000002
580,248.0,250.02,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,2.0200000000000102
581,250.03,253.44,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,3.4099999999999966
582,253.45,256.03,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,2.579999999999984
583,256.04,259.9,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,3.859999999999957
584,259.91,263.51,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,3.599999999999966
585,263.52,268.52,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,5.0
586,268.53,269.97,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,1.4400000000000546
587,269.98,276.93,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,6.949999999999989
588,276.94,278.54,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,1.6000000000000227
589,278.55,280.99,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,2.4399999999999977
590,281.0,282.97,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,1.9700000000000273
591,282.98,299.03,nobee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,16.049999999999955
592,299.04,300.0,bee,CJ001 - Missing Queen - Day -  (104),True,False,False,False,0.9599999999999795
595,0.0,60.69,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,60.69
596,60.7,61.3,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.5999999999999943
597,61.31,69.21,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,7.8999999999999915
598,69.22,69.66,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.4399999999999977
599,69.67,74.94,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,5.269999999999996
600,74.95,75.26,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.3100000000000023
601,75.27,76.38,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.1099999999999994
602,76.39,77.28,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.8900000000000006
603,77.29,93.61,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,16.319999999999993
604,93.62,94.41,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.789999999999992
605,94.42,105.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,11.549999999999997
606,105.98,106.58,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.5999999999999943
607,106.59,113.19,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.599999999999994
608,113.2,113.82,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.6199999999999903
609,113.83,142.44,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,28.61
610,142.45,142.85,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.4000000000000057
611,142.86,345.15,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,202.28999999999996
612,345.16,345.81,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.6499999999999773
613,345.82,405.87,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,60.05000000000001
614,405.88,410.37,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.490000000000009
615,410.38,477.53,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,67.14999999999998
616,477.54,478.31,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.7699999999999818
617,478.32,732.49,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,254.17000000000002
618,732.5,746.06,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,13.559999999999945
619,746.07,762.46,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,16.389999999999986
620,762.47,784.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,21.529999999999973
621,784.01,788.52,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.509999999999991
622,788.53,799.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.470000000000027
623,799.01,801.36,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.3500000000000227
624,801.37,805.92,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.5499999999999545
625,805.93,815.03,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,9.100000000000023
626,815.04,816.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9600000000000364
627,816.01,820.84,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.830000000000041
628,820.85,821.45,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.6000000000000227
629,821.46,830.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,9.529999999999973
630,831.0,847.53,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,16.529999999999973
631,847.54,851.47,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.9300000000000637
632,851.48,852.5,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.0199999999999818
633,852.51,859.08,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.57000000000005
634,859.09,862.48,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.3899999999999864
635,862.49,865.91,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.419999999999959
636,865.92,867.03,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.1100000000000136
637,867.04,873.2,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.160000000000082
638,873.21,874.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.7899999999999636
639,874.01,886.48,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,12.470000000000027
640,886.49,888.98,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.490000000000009
641,888.99,890.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.0
642,891.0,892.02,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.0199999999999818
643,892.03,894.93,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.8999999999999773
644,894.94,897.54,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.599999999999909
645,897.55,898.56,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.009999999999991
646,898.57,904.46,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,5.889999999999986
647,904.47,906.5,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.0299999999999727
648,906.51,914.47,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,7.960000000000036
649,914.48,918.9,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.419999999999959
650,918.91,920.02,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.1100000000000136
651,920.03,927.93,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,7.899999999999977
652,927.94,929.4,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.4599999999999227
653,929.41,957.4,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,27.99000000000001
654,957.41,967.48,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.07000000000005
655,967.49,969.01,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.5199999999999818
656,969.02,970.97,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9500000000000455
657,970.98,972.95,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9700000000000273
658,972.96,974.4,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.4399999999999409
659,974.41,976.53,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.1200000000000045
660,976.54,978.07,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.5300000000000864
661,978.08,980.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.909999999999968
662,981.0,982.95,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9500000000000455
663,982.96,984.52,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.5599999999999454
664,984.53,985.5,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9700000000000273
665,985.51,986.56,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.0499999999999545
666,986.57,987.41,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.8399999999999181
667,987.42,1035.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,48.55000000000007
668,1035.98,1039.93,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.9500000000000455
669,1039.94,1066.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,27.049999999999955
670,1067.0,1067.98,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9800000000000182
671,1067.99,1085.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,18.0
672,1086.0,1086.93,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9300000000000637
673,1086.94,1118.91,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,31.970000000000027
674,1118.92,1120.04,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.1199999999998909
675,1120.05,1155.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,35.92000000000007
676,1155.98,1157.38,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.400000000000091
677,1157.39,1278.95,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,121.55999999999995
678,1278.96,1280.91,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9500000000000455
679,1280.92,1312.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,32.069999999999936
680,1313.0,1317.04,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.039999999999964
681,1317.05,1410.42,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,93.37000000000012
682,1410.43,1411.31,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.8799999999998818
683,1411.32,1446.59,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,35.26999999999998
684,1446.6,1447.9,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.300000000000182
685,1447.91,1468.42,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,20.50999999999999
686,1468.43,1469.96,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.5299999999999727
687,1469.97,1501.95,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,31.980000000000018
688,1501.96,1503.96,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.0
689,1503.97,1514.95,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.980000000000018
690,1514.96,1569.02,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,54.059999999999945
691,1569.03,1571.52,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.490000000000009
692,1571.53,1578.49,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.960000000000036
693,1578.5,1582.52,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.019999999999982
694,1582.53,1632.36,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,49.82999999999993
695,1632.37,1634.63,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.2600000000002183
696,1634.64,1638.4,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.759999999999991
697,1638.41,1641.55,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.1399999999998727
698,1641.56,1648.06,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.5
699,1648.07,1651.02,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.9500000000000455
700,1651.03,1668.96,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,17.930000000000064
701,1668.97,1673.45,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.480000000000018
702,1673.46,1700.03,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,26.569999999999936
703,1700.04,1701.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9300000000000637
704,1701.98,1744.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,42.01999999999998
705,1744.01,1744.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9600000000000364
706,1744.98,1779.48,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,34.5
707,1779.49,1786.07,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.579999999999927
708,1786.08,1867.95,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,81.87000000000012
709,1867.96,1869.29,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.3299999999999272
710,1869.3,1883.88,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,14.580000000000155
711,1883.89,1885.45,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.5599999999999454
712,1885.46,2047.49,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,162.02999999999997
713,2047.5,2048.59,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.0900000000001455
714,2048.6,2067.46,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,18.860000000000127
715,2067.47,2069.96,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.4900000000002365
716,2069.97,2080.04,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.070000000000164
717,2080.05,2082.31,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.2599999999997635
718,2082.32,2085.94,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.619999999999891
719,2085.95,2088.07,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.1200000000003456
720,2088.08,2120.96,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,32.88000000000011
721,2120.97,2124.11,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.1400000000003274
722,2124.12,2168.05,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,43.93000000000029
723,2168.06,2168.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9099999999998545
724,2168.98,2223.08,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,54.09999999999991
725,2223.09,2224.23,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.1399999999998727
726,2224.24,2226.98,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.7400000000002365
727,2226.99,2236.49,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,9.5
728,2236.5,2240.91,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.4099999999998545
729,2240.92,2242.94,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.019999999999982
730,2242.95,2267.06,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,24.110000000000127
731,2267.07,2271.46,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.389999999999873
732,2271.47,2314.52,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,43.05000000000018
733,2314.53,2315.48,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9499999999998181
734,2315.49,2347.4,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,31.91000000000031
735,2347.41,2349.34,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.930000000000291
736,2349.35,2359.52,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.170000000000073
737,2359.53,2364.99,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,5.459999999999582
738,2365.0,2375.96,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.960000000000036
739,2375.97,2377.06,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.0900000000001455
740,2377.07,2380.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.9299999999998363
741,2380.01,2387.56,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,7.549999999999727
742,2387.57,2420.08,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,32.50999999999976
743,2420.09,2421.97,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.8799999999996544
744,2421.98,2432.43,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,10.449999999999818
745,2432.44,2434.37,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9299999999998363
746,2434.38,2436.05,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.6700000000000728
747,2436.06,2437.62,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.5599999999999454
748,2437.63,2439.91,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.2799999999997453
749,2439.92,2442.31,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.3899999999998727
750,2442.32,2471.02,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,28.699999999999818
751,2471.03,2472.03,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.0
752,2472.04,2476.04,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,4.0
753,2476.05,2477.51,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.4600000000000364
754,2477.52,2534.04,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,56.51999999999998
755,2534.05,2536.03,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.9800000000000182
756,2536.04,2545.46,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,9.420000000000073
757,2545.47,2549.03,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.5600000000004
758,2549.04,2552.99,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.949999999999818
759,2553.0,2553.91,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9099999999998545
760,2553.92,2576.07,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,22.15000000000009
761,2576.08,2577.4,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.3200000000001637
762,2577.41,2580.02,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.6100000000001273
763,2580.03,2580.93,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.8999999999996362
764,2580.94,2582.57,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.6300000000001091
765,2582.58,2583.35,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.7699999999999818
766,2583.36,2608.34,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,24.980000000000018
767,2608.35,2609.4,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.050000000000182
768,2609.41,2651.02,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,41.61000000000013
769,2651.03,2652.36,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.3299999999999272
770,2652.37,2694.49,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,42.11999999999989
771,2694.5,2695.46,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.9600000000000364
772,2695.47,2724.58,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,29.110000000000127
773,2724.59,2725.46,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,0.8699999999998909
774,2725.47,2894.0,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,168.5300000000002
775,2894.01,2896.4,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,2.3899999999998727
776,2896.41,2934.03,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,37.620000000000346
777,2934.04,2935.41,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.3699999999998909
778,2935.42,3005.45,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,70.02999999999975
779,3005.46,3006.56,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,1.099999999999909
780,3006.57,3114.03,nobee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,107.46000000000004
781,3114.04,3120.98,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,6.940000000000055
782,3120.99,3124.4,bee,GH001 - Active - Day - 141022_0659_0751,False,False,True,False,3.4100000000003092
785,0.0,39.96,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,39.96
786,39.97,44.99,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,5.020000000000003
787,45.0,119.93,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,74.93
788,119.94,132.51,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,12.569999999999993
789,132.52,142.49,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,9.969999999999999
790,142.5,150.02,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.52000000000001
791,150.03,165.01,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,14.97999999999999
792,165.02,187.52,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,22.5
793,187.53,239.99,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,52.46000000000001
794,240.0,247.49,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.490000000000009
795,247.5,267.51,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,20.00999999999999
796,267.52,280.0,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,12.480000000000018
797,280.01,287.51,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.5
798,287.52,297.5,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,9.980000000000018
799,297.51,302.52,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,5.009999999999991
800,302.53,315.01,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,12.480000000000018
801,315.02,344.95,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,29.930000000000007
802,344.96,365.06,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,20.100000000000023
803,365.07,372.57,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.5
804,372.58,402.4,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,29.819999999999993
805,402.41,432.47,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,30.060000000000002
806,432.48,440.03,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.5499999999999545
807,440.04,484.95,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,44.90999999999997
808,484.96,499.94,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,14.980000000000018
809,499.95,512.44,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,12.490000000000066
810,512.45,529.95,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,17.5
811,529.96,569.94,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,39.98000000000002
812,569.95,577.44,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.490000000000009
813,577.45,584.98,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,7.529999999999973
814,584.99,587.46,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,2.4700000000000273
815,587.47,598.4,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00,False,True,False,False,10.92999999999995
818,0.0,29.01,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,29.01
819,29.02,34.02,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,5.0000000000000036
820,34.03,42.52,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,8.490000000000002
821,42.53,52.48,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,9.949999999999996
822,52.49,75.96,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,23.46999999999999
823,75.97,87.39,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,11.420000000000002
824,87.4,97.49,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,10.08999999999999
825,97.5,112.54,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,15.040000000000006
826,112.55,117.4,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,4.8500000000000085
827,117.41,132.42,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,15.009999999999991
828,132.43,142.49,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,10.060000000000002
829,142.5,152.51,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,10.009999999999991
830,152.52,184.98,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,32.45999999999998
831,184.99,192.51,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,7.519999999999982
832,192.52,269.97,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,77.45000000000002
833,269.98,302.43,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,32.44999999999999
834,302.44,375.41,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,72.97000000000003
835,375.42,376.99,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,1.5699999999999932
836,377.0,419.99,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,42.99000000000001
837,420.0,422.43,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,2.430000000000007
838,422.44,587.48,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,165.04000000000002
839,587.49,595.14,nobee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,7.649999999999977
840,595.15,595.2,bee,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00,False,True,False,False,0.05000000000006821
